"Name","State","Notes","User","Tags","Created","Runtime","Sweep","epoch","learning_rate","train_acc","train_loss","val_acc","val_loss"
"Final_ImprovedCNN","finished","-","","","2025-10-27T01:02:23.000Z","352","","12","","0.8354630900834301","0.5032259304214524","0.7495541401273885","0.8603059647493302"
"V9_ImprovedCNN_WeightDecay","finished","-","","","2025-10-27T00:43:32.000Z","576","","17","","0.8594360544936107","0.41556137827283945","0.7538853503184714","0.8954959541673113"
"V8_ImprovedCNN_NoEarlyStopping_30epochs","finished","-","","","2025-10-26T23:47:39.000Z","685","","29","","0.9360016897243636","0.19775707218573732","0.7526114649681529","1.3231205339492509"
"V7_ImprovedCNN_Deeper_Wider","finished","-","","","2025-10-26T23:29:45.000Z","509","","16","","0.874221142676101","0.3813888842521468","0.7559235668789809","0.8980690010034355"
"V6_Dropout_LRScheduler","finished","-","","","2025-10-26T23:04:09.000Z","322","","17","0.0005","0.830921955855951","0.5106011897731525","0.7276433121019108","0.97241567894152"
"V5_Dropout_Only","finished","-","","","2025-10-26T22:47:07.000Z","396","","16","","0.8209948252191361","0.5362744236372632","0.7380891719745223","0.9309040858031836"
"Imagenette_V4_BatchNorm_Dropout_WeightDecay","finished","-","","","2025-10-26T22:28:20.000Z","551","","29","","0.5358538388425388","1.312006773471782","0.6937579617834395","1.0725935686925414"
"Imagenette_Classification","finished","-","","","2025-10-26T22:13:24.000Z","212","","12","","0.8688351462667653","0.3995399214307664","0.6968152866242038","1.1350104895670703"
"Imagenette_Classification","finished","-","","","2025-10-26T21:37:56.000Z","478","","19","","0.7916358643996199","0.6286814095591502","0.7472611464968153","0.8630172244758363"
